rank,°¡¼ö,ÀÛ°î,ÀÛ»ç,Æí°î
43,544,444,1344,2200
44,1817,1817,1817,383
45,1835,1835,1835,1835
46,2149,606,606,2107
47,1973,1973,1973,1973
48,1835,1835,1835,1835
49,1835,1835,1835,1835
50,1835,1835,1835,1835
1,3,3,3,3
2,2039,2181,1323,2181
3,763,761,1974,6
4,1646,1084,1974,1083
5,1002,2164,1974,1668
6,1116,2221,1115,1730
7,1835,1835,1835,1835
8,577,761,875,875
9,1997,1084,1974,725
10,420,761,761,761
11,1362,1979,1979,1979
12,1262,1835,1835,1835
13,1835,1835,1835,1835
14,1554,1592,1676,1676
15,1099,761,1099,6
16,1104,837,837,837
17,1490,72,1344,569
18,25,163,1344,163
19,513,471,471,156
20,1784,1615,1949,735
21,1835,1835,1835,1835
22,1538,381,1439,381
23,1078,1078,1078,692
24,1302,1933,1933,1933
25,1973,1973,1973,509
26,1104,2048,2048,2048
27,420,1723,1723,1392
28,1835,1835,1835,1835
29,1291,1973,1973,1973
30,1554,1676,1676,1676
31,524,569,1344,569
32,1835,1835,1835,1835
33,1537,1537,1537,10
34,153,180,180,1454
35,642,1295,1295,539
36,2142,1762,1491,1762
37,1262,1835,1835,1835
38,1784,1496,1496,1079
39,2080,459,1281,459
40,1756,1861,1861,733
41,2053,148,148,148
42,113,1884,1884,1884
43,1997,1092,1092,1092
44,1835,936,936,1190
45,1973,1973,1973,1973
46,1835,1835,1835,1835
47,2207,1316,1316,28
48,1835,1168,1168,1835
49,1835,1835,1835,1835
50,1817,1817,1817,383
1,3,3,3,3
2,2039,2181,1323,2181
3,763,761,1974,6
4,1291,527,1973,1973
5,711,761,761,1668
6,1002,2164,1974,1668
7,1646,1084,1974,1083
8,420,761,761,761
9,1116,2221,1115,1730
10,577,761,875,875
11,1997,1084,1974,725
12,2149,1345,1345,510
13,1835,1835,1835,1835
14,1554,1592,1676,1676
15,1099,761,1099,6
16,1362,1979,1979,1979
17,1104,837,837,837
18,1324,1324,1324,1637
19,1291,1973,1973,1973
20,1262,1835,1835,1835
21,513,471,471,156
22,2080,2003,2003,1837
23,1784,1615,1949,735
24,1835,1835,1835,1835
25,25,163,1344,163
26,1538,381,1439,381
27,420,1723,1723,1392
28,1973,1973,1973,509
29,1490,72,1344,569
30,1554,1676,1676,1676
31,153,180,180,1454
32,1302,1933,1933,1933
33,1291,1167,1167,594
34,1835,1835,1835,1835
35,1537,1537,1537,10
36,642,1295,1295,539
37,2149,606,606,2107
38,1227,1227,1227,1227
39,524,569,1344,569
40,1291,1973,1973,1973
41,1973,1973,1973,1973
42,1997,1092,1092,1092
43,2053,148,148,148
44,1835,1835,1835,1835
45,2080,459,1281,459
46,1756,1861,1861,733
47,1078,1078,1078,692
48,2142,1762,1491,1762
49,1784,1496,1496,1079
50,1835,1835,1835,1835
1,1887,1684,1684,1684
2,3,3,3,3
3,763,761,1974,6
4,711,761,761,1668
5,2039,2181,1323,2181
6,1784,639,639,639
7,1291,527,1973,1973
8,1646,1084,1974,1083
9,1164,1092,1092,1092
10,1002,2164,1974,1668
11,420,761,761,761
12,1784,159,180,159
13,1116,2221,1115,1730
14,577,761,875,875
15,1305,611,477,611
16,1554,1592,1676,1676
17,1997,1084,1974,725
18,1104,837,837,837
19,1099,761,1099,6
20,1784,2069,2069,747
21,1835,1835,1835,1835
22,1362,1979,1979,1979
23,153,180,180,1454
24,1784,1615,1949,735
25,420,1723,1723,1392
26,1538,381,1439,381
27,513,471,471,156
28,1554,1676,1676,1676
29,1973,1973,1973,509
30,2149,1345,1345,510
31,25,163,1344,163
32,1784,154,2069,154
33,1835,1835,1835,1835
34,642,1295,1295,539
35,1262,1835,1835,1835
36,1537,1537,1537,10
37,2080,2003,2003,1837
38,1973,1973,1973,1973
39,1490,72,1344,569
40,2149,606,606,2107
41,1291,1973,1973,1973
42,1302,1933,1933,1933
43,1324,1324,1324,1637
44,1756,1861,1861,733
45,1784,1784,1784,747
46,2080,459,1281,459
47,2053,148,148,148
48,1291,1973,1973,1973
49,1784,508,2069,508
50,66,930,930,930
1,642,1295,590,539
2,1887,1684,1684,1684
3,3,3,3,3
4,763,761,1974,6
5,2039,2181,1323,2181
6,1535,1172,1609,1172
7,1291,527,1973,1973
8,1164,1092,1092,1092
9,1646,1084,1974,1083
10,711,761,761,1668
11,1002,2164,1974,1668
12,1784,639,639,639
13,1066,7,1853,7
14,1554,1592,1676,1676
15,420,761,761,761
16,1116,2221,1115,1730
17,577,761,875,875
18,1104,837,837,837
19,1997,1084,1974,725
20,1924,1101,1829,1760
21,1305,611,477,611
22,153,180,180,1454
23,1784,159,180,159
24,1356,693,693,693
25,1362,1979,1979,1979
26,513,471,471,156
27,1554,1676,1676,1676
28,1973,1973,1973,509
29,1099,761,1099,6
30,642,1295,1295,539
31,420,1723,1723,1392
32,1784,1615,1949,735
33,1835,1835,1835,1835
34,1538,381,1439,381
35,2149,1345,1345,510
36,2149,606,606,2107
37,1593,1593,1593,1001
38,2080,2003,2003,1837
39,25,163,1344,163
40,1973,1973,1973,1973
41,1537,1537,1537,10
42,1490,72,1344,569
43,1835,1835,1835,1835
44,1756,1861,1861,733
45,1784,2069,2069,747
46,2053,148,148,148
47,1262,1835,1835,1835
48,2197,179,983,179
49,2080,459,1281,459
50,1817,1817,1817,383
1,642,1295,590,539
2,30,1774,1774,1079
3,30,1774,1774,1079
4,1535,1172,1609,1172
5,30,1774,1774,1326
6,1887,1684,1684,1684
7,763,761,1974,6
8,30,1774,1774,1079
9,30,1774,1774,747
10,2039,2181,1323,2181
11,3,3,3,3
12,1240,516,516,733
13,1490,1979,1979,719
14,30,1774,1774,1079
15,1291,527,1973,1973
16,1646,1084,1974,1083
17,1924,1101,1829,1760
18,1002,2164,1974,1668
19,2053,148,148,148
20,1490,220,220,220
21,711,761,761,1668
22,1164,1092,1092,1092
23,1554,1592,1676,1676
24,420,761,761,761
25,1784,639,639,639
26,1116,2221,1115,1730
27,1104,837,837,837
28,1240,1921,516,733
29,153,180,180,1454
30,577,761,875,875
31,513,471,471,156
32,1066,7,1853,7
33,642,1295,1295,539
34,1997,1084,1974,725
35,1362,1979,1979,1979
36,420,1723,1723,1392
37,1554,1676,1676,1676
38,1973,1973,1973,509
39,1784,1615,1949,735
40,2149,606,606,2107
41,1305,611,477,611
42,1099,761,1099,6
43,1973,1973,1973,1973
44,1835,1835,1835,1835
45,2080,2003,2003,1837
46,1538,381,1439,381
47,1356,693,693,693
48,25,163,1344,163
49,2149,1345,1345,510
50,1240,615,615,733
1,642,1295,590,539
2,30,1774,1774,1079
3,1887,1684,1684,1684
4,1490,1979,1979,719
5,1535,1172,1609,1172
6,30,1774,1774,1079
7,2053,148,148,148
8,763,761,1974,6
9,782,782,782,782
10,30,1774,1774,1326
11,2039,2181,1323,2181
12,2102,666,2224,666
13,3,3,3,3
14,1490,220,220,220
15,1291,527,1973,1973
16,1646,1084,1974,1083
17,1270,1203,1363,1203
18,1002,2164,1974,1668
19,1316,1316,1316,2122
20,243,269,474,236
21,30,1774,1774,747
22,30,1774,1774,1079
23,1554,1592,1676,1676
24,1924,1101,1829,1760
25,2149,2024,2024,2107
26,1240,516,516,733
27,980,1919,900,1919
28,711,761,761,1668
29,1164,1092,1092,1092
30,153,180,180,1454
31,2039,478,478,909
32,30,1774,1774,1079
33,642,1295,1295,539
34,1104,837,837,837
35,420,761,761,761
36,1116,2221,1115,1730
37,513,471,471,156
38,577,761,875,875
39,1997,1084,1974,725
40,1973,1973,1973,509
41,2149,606,606,2107
42,1554,1676,1676,1676
43,420,1723,1723,1392
44,1784,639,639,639
45,1362,1979,1979,1979
46,1066,7,1853,7
47,1973,1973,1973,1973
48,1784,1615,1949,735
49,782,782,782,782
50,2080,2003,2003,1837
1,642,1295,590,539
2,1270,1203,1363,1203
3,30,1774,1774,1079
4,1349,1532,1532,1532
5,1887,1684,1684,1684
6,31,459,1682,34
7,1912,1912,1912,373
8,1490,1979,1979,719
9,1535,1172,1609,1172
10,30,1774,1774,1079
11,763,761,1974,6
12,2053,148,148,148
13,424,808,808,2122
14,2039,2181,1323,2181
15,1316,1316,1316,2122
16,3,3,3,3
17,1291,527,1973,1973
18,1490,220,220,220
19,1646,1084,1974,1083
20,30,1774,1774,1326
21,1554,1592,1676,1676
22,1002,2164,1974,1668
23,153,180,180,1454
24,2102,666,2224,666
25,642,1295,1295,539
26,1240,516,516,733
27,1029,1029,1029,1029
28,711,761,761,1668
29,1924,1101,1829,1760
30,1104,837,837,837
31,1554,1676,1676,1676
32,1164,1092,1092,1092
33,30,1774,1774,747
34,243,269,474,236
35,513,471,471,156
36,782,782,782,782
37,1973,1973,1973,509
38,420,761,761,761
39,420,1723,1723,1392
40,1116,2221,1115,1730
41,2149,2024,2024,2107
42,30,1774,1774,1079
43,1308,509,1309,509
44,2039,478,478,909
45,577,761,875,875
46,1973,1973,1973,1973
47,711,1351,1351,1351
48,2149,606,606,2107
49,1997,1084,1974,725
50,1362,1979,1979,1979
1,1248,894,899,1495
2,642,1295,590,539
3,1270,1203,1363,1203
4,1082,1656,1656,366
5,1349,1532,1532,1532
6,1527,797,797,2220
7,1167,462,1167,462
8,1887,1684,1684,1684
9,30,1774,1774,1079
10,31,459,1682,34
11,1029,1029,1029,1029
12,1490,1979,1979,719
13,1535,1172,1609,1172
14,763,761,1974,6
15,2149,677,1464,2107
16,30,1774,1774,1079
17,2039,2181,1323,2181
18,1949,1615,1949,735
19,2053,148,148,148
20,3,3,3,3
21,1912,1912,1912,373
22,153,180,180,1454
23,1554,1592,1676,1676
24,1291,527,1973,1973
25,1646,1084,1974,1083
26,1490,220,220,220
27,1002,2164,1974,1668
28,642,1295,1295,539
29,420,1723,1723,1392
30,1316,1316,1316,2122
31,1527,797,797,2220
32,1308,509,1309,509
33,814,814,814,814
34,1756,1861,1861,733
35,1554,1676,1676,1676
36,1240,516,516,733
37,2149,606,606,2107
38,1104,837,837,837
39,30,1774,1774,1326
40,711,761,761,1668
41,1973,1973,1973,509
42,1527,1945,1945,733
43,1527,1201,1201,1619
44,1973,1973,1973,1973
45,2149,2024,2024,2107
46,513,471,471,156
47,1164,1092,1092,1092
48,2102,666,2224,666
49,1924,1101,1829,1760
50,1116,2221,1115,1730
1,1527,797,797,2220
2,642,1295,590,539
3,1881,6,846,6
4,1248,894,899,1495
5,1349,1532,1532,1532
6,1270,1203,1363,1203
7,199,379,379,379
8,2149,1453,1453,2107
9,1082,1656,1656,366
10,1167,462,1167,462
11,2149,1876,1876,2107
12,1887,1684,1684,1684
13,198,1436,1436,1436
14,199,394,1920,394
15,729,111,84,111
16,30,1774,1774,1079
17,2149,1453,1453,2107
18,31,459,1682,34
19,153,180,180,1454
20,1490,1979,1979,719
21,763,761,1974,6
22,1535,1172,1609,1172
23,1029,1029,1029,1029
24,1756,1861,1861,733
25,2149,606,606,2107
26,2039,2181,1323,2181
27,655,1658,1748,2107
28,2149,1453,1453,2107
29,1554,1592,1676,1676
30,1309,509,1309,509
31,30,1774,1774,1079
32,642,1295,1295,539
33,420,1723,1723,1392
34,2149,677,1464,2107
35,2149,2024,2024,2107
36,3,3,3,3
37,1646,1084,1974,1083
38,1104,837,837,837
39,199,657,1986,657
40,814,814,814,814
41,2149,1345,1345,510
42,1490,220,220,220
43,1717,1715,1715,1715
44,1002,2164,1974,1668
45,1554,1676,1676,1676
46,1291,527,1973,1973
47,1973,1973,1973,1973
48,513,471,471,156
49,1527,797,797,2220
50,2149,1861,1861,2107
1,1527,797,797,2220
2,642,1295,590,539
3,1881,6,846,6
4,766,1947,1947,1947
5,1078,251,1078,251
6,1349,1532,1532,1532
7,1248,894,899,1495
8,199,379,379,379
9,1270,1203,1363,1203
10,3,1172,1471,3
11,1827,1826,1826,733
12,1278,295,281,733
13,1082,1656,1656,366
15,1167,462,1167,462
16,1317,1922,1316,1922
17,2149,1453,1453,2107
18,1887,1684,1684,1684
19,198,1436,1436,1436
21,199,394,1920,394
22,720,1333,720,367
23,153,180,180,1454
24,790,2150,2150,790
25,30,1774,1774,1079
26,31,459,1682,34
27,763,761,1974,6
28,1535,1172,1609,1172
29,1490,1979,1979,719
30,1029,1029,1029,1029
31,1756,1861,1861,733
32,729,111,84,111
33,2149,1876,1876,2107
34,1554,1592,1676,1676
35,2039,2181,1323,2181
36,420,1723,1723,1392
37,642,1295,1295,539
39,2149,606,606,2107
40,30,1774,1774,1079
41,2149,1453,1453,2107
42,1104,837,837,837
43,1646,1084,1974,1083
44,1309,509,1309,509
45,3,3,3,3
46,1973,1973,1973,1973
47,1300,733,733,733
48,2149,2024,2024,2107
49,1554,1676,1676,1676
50,1827,1826,1826,733
1,1249,784,784,784
3,1479,1295,1295,539
5,720,1333,720,367
6,642,1295,590,539
7,1527,797,797,2220
8,1881,6,846,6
9,1349,1532,1532,1532
10,1278,295,281,733
11,1248,894,899,1495
12,608,609,609,251
13,766,1947,1947,1947
14,1270,1203,1363,1203
15,1317,1922,1316,1922
17,1082,1656,1656,366
18,199,379,379,379
19,1078,251,1078,251
20,1827,1826,1826,733
21,1249,1249,1249,784
22,1117,440,1115,440
23,2080,593,1727,645
24,3,1172,1471,3
25,902,901,901,1093
26,1167,462,1167,462
27,1887,1684,1684,1684
28,198,1436,1436,1436
29,153,180,180,1454
30,2149,1453,1453,2107
31,763,761,1974,6
32,31,459,1682,34
33,1756,1861,1861,733
34,30,1774,1774,1079
35,199,394,1920,394
36,1249,1249,1249,784
37,1554,1592,1676,1676
38,1490,1979,1979,719
39,1535,1172,1609,1172
40,642,1295,1295,539
41,1029,1029,1029,1029
42,2039,2181,1323,2181
43,420,1723,1723,1392
44,2149,606,606,2107
45,1104,837,837,837
46,2149,1876,1876,2107
47,1300,733,733,733
48,1646,1084,1974,1083
49,30,1774,1774,1079
50,1002,1808,2020,735
1,608,609,609,251
2,720,720,720,1333
3,2080,554,1939,394
4,1479,1295,1295,539
5,1249,784,784,784
6,1530,1227,1911,1227
8,642,1295,590,539
9,1117,440,1115,440
10,2080,593,1727,645
12,1527,797,797,2220
14,1300,251,1300,251
15,1881,6,846,6
16,1299,1593,1593,1001
17,720,1333,720,367
18,1349,1532,1532,1532
19,1404,919,919,1242
20,1248,894,899,1495
21,766,1947,1947,1947
22,1270,1203,1363,1203
23,1279,440,440,440
24,1082,1656,1656,366
25,1278,295,281,733
26,199,379,379,379
27,1887,1684,1684,1684
28,1078,251,1078,251
29,1317,1922,1316,1922
31,1167,462,1167,462
32,198,1436,1436,1436
33,153,180,180,1454
34,2149,1453,1453,2107
35,3,1172,1471,3
36,1827,1826,1826,733
37,763,761,1974,6
38,1481,367,720,367
39,1756,1861,1861,733
41,1554,1592,1676,1676
42,902,901,901,1093
43,642,1295,1295,539
44,31,459,1682,34
45,1249,1249,1249,784
46,420,1723,1723,1392
47,2039,2181,1323,2181
48,30,1774,1774,1079
49,1535,1172,1609,1172
50,1490,1979,1979,719
1,1604,1350,2194,2204
2,1300,251,1300,251
3,1530,1227,1911,1227
4,2080,554,1939,394
5,1279,440,440,440
6,608,609,609,251
7,1479,1295,1295,539
8,1249,784,784,784
9,642,1295,590,539
10,1299,261,1593,942
11,720,720,720,1333
12,1604,1350,1350,213
13,1300,251,1300,251
14,1527,797,797,2220
15,1404,919,919,1242
18,1881,6,846,6
19,2080,593,1727,645
20,1117,440,1115,440
21,1248,894,899,1495
22,1481,367,720,367
23,1604,2175,2175,2204
24,1349,1532,1532,1532
26,1270,1203,1363,1203
27,720,1333,720,367
28,766,1947,1947,1947
31,1356,693,572,90
32,1299,1593,1593,1001
33,1082,1656,1656,366
35,1887,1684,1684,1684
36,198,1436,1436,1436
37,1167,462,1167,462
38,199,379,379,379
39,153,180,180,1454
40,1278,295,281,733
41,1300,733,733,733
42,763,761,1974,6
43,1883,868,1493,868
44,2149,1453,1453,2107
45,1554,1592,1676,1676
46,1756,1861,1861,733
47,1078,251,1078,251
48,1317,1922,1316,1922
50,642,1295,1295,539
1,1300,251,1300,251
2,1554,1676,1676,1676
3,1604,1350,2194,2204
4,1300,251,1300,251
5,1530,1227,1911,1227
6,1479,1295,1295,539
7,2080,554,1939,394
8,642,1295,590,539
10,1249,784,784,784
11,1279,440,440,440
12,1527,797,797,2220
14,608,609,609,251
15,1299,261,1593,942
16,1404,919,919,1242
17,1537,1512,2069,10
18,1881,6,846,6
19,720,720,720,1333
21,1300,733,733,733
22,1248,894,899,1495
23,1270,1203,1363,1203
24,1604,1350,1350,213
25,2080,593,1727,645
26,1349,1532,1532,1532
28,1948,1948,1948,1852
29,1117,440,1115,440
30,228,440,2127,440
31,766,1947,1947,1947
32,720,1333,720,367
33,1887,1684,1684,1684
34,1082,1656,1656,366
36,1554,1592,1676,1676
37,1356,693,572,90
39,1883,868,1493,868
40,1167,462,1167,462
41,153,180,180,1454
43,198,1436,1436,1436
44,1299,1593,1593,1001
45,763,761,1974,6
46,1384,1928,1928,837
47,1756,1861,1861,733
48,1481,367,720,367
49,642,1295,1295,539
50,1300,1300,1300,1300
1,1300,251,1300,251
2,1554,1676,1676,1676
3,1604,1350,2194,2204
4,801,800,1637,1637
5,1300,251,1300,251
6,642,1295,590,539
7,1479,1295,1295,539
8,1530,1227,1911,1227
9,1527,797,797,2220
10,1537,1512,2069,10
11,2184,180,180,310
12,2080,554,1939,394
13,2178,1838,1838,1838
14,726,266,1727,394
15,1249,784,784,784
16,1948,1948,1948,1852
17,1299,261,1593,942
18,1279,440,440,440
19,1404,919,919,1242
20,228,440,2127,440
21,608,609,609,251
22,1881,6,846,6
24,1248,894,899,1495
27,1300,733,733,733
28,1270,1203,1363,1203
29,720,720,720,1333
31,1349,1532,1532,1532
32,1887,1684,1684,1684
33,2080,593,1727,645
34,1554,1592,1676,1676
35,153,180,180,1454
36,1883,868,1493,868
37,1604,1350,1350,213
38,766,1947,1947,1947
39,720,1333,720,367
40,1300,1300,1300,1300
41,1356,693,572,90
42,1082,1656,1656,366
43,1167,462,1167,462
44,1301,1300,1300,1300
45,1117,440,1115,440
47,642,1295,1295,539
48,1756,1861,1861,733
49,763,761,1974,6
50,198,1436,1436,1436
1,1604,1350,2194,2204
2,1554,1676,1676,1676
3,1300,251,1300,251
4,642,1295,590,539
5,726,266,1727,394
6,1300,251,1300,251
7,1527,797,797,2220
8,801,800,1637,1637
9,1479,1295,1295,539
10,2178,1838,1838,1838
11,1530,1227,1911,1227
12,2080,554,1939,394
13,1249,784,784,784
14,1537,1512,2069,10
15,2184,180,180,310
16,1279,440,440,440
17,1299,261,1593,942
18,1948,1948,1948,1852
19,1881,6,846,6
20,1404,919,919,1242
21,608,609,609,251
22,1248,894,899,1495
23,1270,1203,1363,1203
26,1554,1592,1676,1676
27,1300,733,733,733
28,1883,868,1493,868
30,1887,1684,1684,1684
31,153,180,180,1454
32,1349,1532,1532,1532
33,228,440,2127,440
34,1167,462,1167,462
35,642,1295,1295,539
36,2080,593,1727,645
37,720,720,720,1333
38,766,1947,1947,1947
40,1082,1656,1656,366
41,1554,1676,1676,1676
42,1756,1861,1861,733
43,1356,693,572,90
44,1604,1350,1350,213
45,420,1723,1723,1392
46,720,1333,720,367
47,763,761,1974,6
48,1201,1189,2136,1189
49,1613,2043,1974,2043
1,1422,733,733,733
2,1604,1350,2194,2204
3,1554,1676,1676,1676
4,1300,251,1300,251
5,642,1295,590,539
6,1527,797,797,2220
7,2190,1338,2190,1338
8,1300,251,1300,251
9,1479,1295,1295,539
10,801,800,1637,1637
11,1359,611,2007,1197
12,726,266,1727,394
13,2178,1838,1838,1838
14,2080,554,1939,394
15,1530,1227,1911,1227
16,1279,440,440,440
17,1249,784,784,784
18,856,2091,919,2091
19,1537,1512,2069,10
20,2184,180,180,310
21,1568,2216,1743,26
22,1881,6,846,6
23,1299,261,1593,942
24,1248,894,899,1495
25,1404,919,919,1242
26,1948,1948,1948,1852
27,1554,1592,1676,1676
28,608,609,609,251
29,1270,1203,1363,1203
30,153,180,180,1454
31,1883,868,1493,868
32,1300,733,733,733
33,1887,1684,1684,1684
34,642,1295,1295,539
36,1554,1676,1676,1676
37,1167,462,1167,462
39,1349,1532,1532,1532
41,420,1723,1723,1392
43,2080,593,1727,645
44,1082,1656,1656,366
45,1756,1861,1861,733
46,1182,1312,2017,1312
47,763,761,1974,6
48,720,720,720,1333
49,766,1947,1947,1947
50,1201,1189,2136,1189
1,81,639,639,639
2,1554,1676,1676,1676
3,1422,733,733,733
4,1490,569,1341,569
5,1604,1350,2194,2204
6,81,639,639,639
7,642,1295,590,539
8,1300,251,1300,251
9,1482,87,110,87
10,1527,797,797,2220
11,1279,440,440,440
12,1359,611,2007,1197
13,1479,1295,1295,539
14,1300,251,1300,251
15,2080,554,1939,394
16,856,2091,919,2091
17,2178,1838,1838,1838
18,801,800,1637,1637
19,1530,1227,1911,1227
20,726,266,1727,394
21,1249,784,784,784
22,2190,1338,2190,1338
23,2184,180,180,310
24,1881,6,846,6
25,1305,184,846,184
26,1537,1512,2069,10
27,1299,261,1593,942
28,1568,2216,1743,26
29,1554,1592,1676,1676
30,1248,894,899,1495
31,153,180,180,1454
32,1404,919,919,1242
33,1270,1203,1363,1203
34,1582,56,1773,56
35,1948,1948,1948,1852
36,1883,868,1493,868
37,642,1295,1295,539
38,1887,1684,1684,1684
39,1554,1676,1676,1676
40,608,609,609,251
41,1300,733,733,733
42,1167,462,1167,462
43,420,1723,1723,1392
44,897,897,897,897
46,1349,1532,1532,1532
47,763,761,1974,6
48,1182,1312,2017,1312
49,1756,1861,1861,733
1,81,639,639,639
2,1554,1676,1676,1676
3,81,639,639,639
4,642,1295,590,539
5,1604,1350,2194,2204
6,1422,733,733,733
7,1300,251,1300,251
8,1527,797,797,2220
9,1482,87,110,87
10,199,394,1920,394
11,1490,569,1341,569
12,1279,440,440,440
13,806,251,251,251
14,1305,184,846,184
15,856,2091,919,2091
16,1479,1295,1295,539
17,1249,784,784,784
18,1300,251,1300,251
19,2080,554,1939,394
20,2178,1838,1838,1838
21,1881,6,846,6
22,1530,1227,1911,1227
23,2184,180,180,310
24,801,800,1637,1637
25,1359,611,2007,1197
26,726,266,1727,394
27,2190,1338,2190,1338
28,1948,1948,1948,1852
29,1554,1592,1676,1676
30,1568,2216,1743,26
31,153,180,180,1454
32,1248,894,899,1495
33,1299,261,1593,942
34,1537,1512,2069,10
35,642,1295,1295,539
36,1887,1684,1684,1684
37,1404,919,919,1242
38,420,1723,1723,1392
39,1582,56,1773,56
40,1270,1203,1363,1203
41,1554,1676,1676,1676
42,1883,868,1493,868
43,1182,1312,2017,1312
44,1300,733,733,733
45,1167,462,1167,462
46,608,609,609,251
47,763,761,1974,6
48,117,733,733,733
49,1756,1861,1861,733
50,1349,1532,1532,1532
1,81,639,639,639
2,2157,1922,1922,1106
3,1366,761,761,875
4,1545,1172,1998,1172
5,1554,1676,1676,1676
6,1527,1945,1945,1945
7,81,639,639,639
8,1527,797,797,2220
9,642,1295,590,539
10,2054,1203,148,1203
11,1221,498,132,498
12,1422,733,733,733
13,1604,1350,2194,2204
14,1300,251,1300,251
15,1948,1948,1948,1852
16,1482,87,110,87
17,199,394,1920,394
18,856,2091,919,2091
19,1996,1084,1974,1084
20,1279,440,440,440
21,1249,784,784,784
22,1490,569,1341,569
23,1300,251,1300,251
24,1881,6,846,6
25,2080,554,1939,394
26,1479,1295,1295,539
27,2184,180,180,310
28,1305,184,846,184
29,801,800,1637,1637
30,2178,1838,1838,1838
31,1182,1312,2017,1312
32,1554,1592,1676,1676
33,153,180,180,1454
34,1530,1227,1911,1227
35,806,251,251,251
36,1568,2216,1743,26
37,1248,894,899,1495
38,420,1723,1723,1392
39,726,266,1727,394
40,1299,261,1593,942
41,2190,1338,2190,1338
42,1887,1684,1684,1684
43,1270,1203,1363,1203
44,1554,1676,1676,1676
45,968,367,968,367
46,642,1295,1295,539
47,1537,1512,2069,10
48,1883,868,1493,868
49,1359,611,2007,1197
50,763,761,1974,6
1,1817,1817,1817,1817
2,2157,1922,1922,1106
3,763,761,761,1668
4,544,43,1939,43
5,1817,1985,1985,142
6,81,639,639,639
7,1527,1945,1945,1945
8,1366,761,761,875
9,1996,1084,1974,1084
10,1002,1084,1974,2045
11,1545,1172,1998,1172
12,1527,797,797,2220
13,1817,833,833,833
14,2157,1922,1922,1106
15,84,604,84,604
16,1554,1676,1676,1676
17,1948,1948,1948,1852
18,642,1295,590,539
19,1817,1690,1817,792
20,432,432,432,217
21,1300,251,1300,251
22,81,639,639,639
23,2184,180,180,310
24,856,2091,919,2091
25,1482,87,110,87
26,1604,1350,2194,2204
27,2054,1203,148,1203
28,1422,733,733,733
29,1881,6,846,6
30,1817,1189,1817,1189
31,1279,440,440,440
32,153,180,180,1454
33,434,111,367,111
34,1300,251,1300,251
35,1817,475,475,475
36,1249,784,784,784
37,1182,1312,2017,1312
38,1490,569,1341,569
39,2080,554,1939,394
40,1315,761,761,1050
41,199,394,1920,394
42,1817,1817,1817,383
43,1211,1211,1211,127
44,738,1699,900,1699
45,1817,957,1817,957
46,1554,1592,1676,1676
47,1479,1295,1295,539
48,1817,2203,1741,1445
49,420,1723,1723,1392
50,2184,1285,1593,1285
1,1817,1817,1817,1817
2,544,43,1939,43
3,2157,1922,1922,1106
4,763,761,761,1668
5,1352,1352,1471,2216
6,1527,1945,1945,1945
7,81,639,639,639
8,1366,761,761,875
9,1270,1979,1979,1979
10,2157,1922,1922,1106
11,1996,1084,1974,1084
12,1817,1985,1985,142
13,1002,1084,1974,2045
14,1545,1172,1998,1172
15,642,1295,590,539
16,1527,797,797,2220
17,1280,1501,1501,1162
18,1554,1676,1676,1676
19,1482,87,110,87
20,1948,1948,1948,1852
21,1300,251,1300,251
22,81,639,639,639
23,2184,180,180,310
24,1630,518,1920,600
25,432,432,432,217
26,84,604,84,604
27,1604,1350,2194,2204
28,856,2091,919,2091
29,1817,1817,1817,383
30,2080,1339,1974,1339
31,1881,6,846,6
32,1422,733,733,733
33,434,111,367,111
34,1817,833,833,833
35,1300,251,1300,251
36,153,180,180,1454
37,1279,440,440,440
38,2054,1203,148,1203
39,1315,761,761,1050
40,1249,784,784,784
41,2184,1285,1593,1285
42,1817,1690,1817,792
43,1554,1592,1676,1676
44,2080,554,1939,394
45,1490,569,1341,569
46,420,1723,1723,1392
47,1182,1312,2017,1312
48,738,1699,900,1699
49,1817,1690,1817,1690
50,199,394,1920,394
1,1817,1817,1817,1817
2,1280,1501,1501,1162
3,2157,1922,1922,1106
4,544,43,1939,43
5,1352,1352,1471,2216
6,1630,518,1920,600
7,763,761,761,1668
8,800,1056,1637,1653
9,1527,1945,1945,1945
10,1802,79,1853,79
11,1366,761,761,875
12,2157,1922,1922,1106
13,81,639,639,639
14,1996,1084,1974,1084
15,1270,1979,1979,1979
16,1547,2069,2069,159
17,2192,1707,1906,1707
18,1104,1203,1203,1203
19,1002,1084,1974,2045
20,2039,1106,725,1106
21,1527,797,797,2220
22,1545,1172,1998,1172
23,642,1295,590,539
24,1948,1948,1948,1852
25,1482,87,110,87
26,1554,1676,1676,1676
27,1817,1985,1985,142
28,1300,251,1300,251
29,2184,180,180,310
30,1280,1501,1501,1162
31,81,639,639,639
32,1881,6,846,6
33,1303,1295,1295,1295
34,1604,1350,2194,2204
35,856,2091,919,2091
36,1817,1817,1817,383
37,153,180,180,1454
38,2080,1339,1974,1339
39,1422,733,733,733
40,2184,1285,1593,1285
41,84,604,84,604
42,432,432,432,217
43,800,1211,1637,127
44,1248,1084,1974,2045
45,1249,784,784,784
46,1315,761,761,1050
47,1300,251,1300,251
48,1279,440,440,440
49,2054,1203,148,1203
50,1056,982,982,982
1,1280,1501,1501,1162
2,1234,1234,1234,1891
3,1817,1817,1817,1817
4,2157,1922,1922,1106
5,544,43,1939,43
